0.000000 -0.972592
0.010000 0.000000
0.020000 0.000000
0.030000 0.000000
0.040000 0.000000
0.050000 -0.546594
0.060000 -0.794049
0.070000 -0.842600
0.080000 -0.853563
0.090000 -0.855129
0.100000 -0.852780
0.110000 -0.848081
0.120000 -0.841817
0.130000 -0.834769
0.140000 -0.827721
0.150000 -0.819107
0.160000 -0.811276
0.170000 -0.802662
0.180000 -0.794049
0.190000 -0.785435
0.200000 -0.776821
0.210000 -0.767424
0.220000 -0.758027
0.230000 -0.748630
0.240000 -0.740016
0.250000 -0.730619
0.260000 -0.721222
0.270000 -0.711042
0.280000 -0.701644
0.290000 -0.693031
0.300000 -0.682850
0.310000 -0.673453
0.320000 -0.663273
0.330000 -0.654659
0.340000 -0.644479
0.350000 -0.635082
0.360000 -0.624902
0.370000 -0.616288
0.380000 -0.606108
0.390000 -0.596711
0.400000 -0.586531
0.410000 -0.576351
0.420000 -0.567737
0.430000 -0.557557
0.440000 -0.547377
0.450000 -0.537980
0.460000 -0.528583
0.470000 -0.518403
0.480000 -0.508222
0.490000 -0.498825
0.500000 -0.488645
0.510000 -0.479248
0.520000 -0.469068
0.530000 -0.459671
0.540000 -0.449491
0.550000 -0.440094
0.560000 -0.429914
0.570000 -0.419734
0.580000 -0.410337
0.590000 -0.400940
0.600000 -0.390760
0.610000 -0.380579
0.620000 -0.370399
0.630000 -0.361002
0.640000 -0.351605
0.650000 -0.341425
0.660000 -0.331245
0.670000 -0.321065
0.680000 -0.311668
0.690000 -0.301488
0.700000 -0.292091
0.710000 -0.281911
0.720000 -0.272514
0.730000 -0.262334
0.740000 -0.252153
0.750000 -0.241973
0.760000 -0.231793
0.770000 -0.222396
0.780000 -0.212999
0.790000 -0.202819
0.800000 -0.192639
0.810000 -0.183242
0.820000 -0.173062
0.830000 -0.162882
0.840000 -0.152702
0.850000 -0.143305
0.860000 -0.133125
0.870000 -0.122944
0.880000 -0.113547
0.890000 -0.103367
0.900000 -0.093970
0.910000 -0.083790
0.920000 -0.073610
0.930000 -0.063430
0.940000 -0.054033
0.950000 -0.043853
0.960000 -0.034456
0.970000 -0.024276
0.980000 -0.015662
0.990000 -0.006265
1.000000 -0.004699
